"VernacularNameCategory","N","MinDepth","MedianDepth","MaxDepth","ScientificNames","geometry"
"sponge",18,46,62,236,"Porifera",c(-72.14167, -71.99167, -72.275, -72.925, -72.90833, -70.67833, -70.96667, -70.975, -70.79167, -70.19167, -69.825, -69.725, -69.275, -66.65833, 40.69167, 40.65833, 40.25833, 40.05833, 39.69167, 40.02667, 40.01667, 40.05833, 40.45333, 40.69167, 40.60833, 40.60833, 40.89167, 40.94167)
"calcareous sponge",45,77,84,250,"Leucosolenia / Clathrina cancellata / Sycon / Sycon ciliatum / Calcarea / Clathrina coriacea",c(-72.9833, -72.9833, -72.9833, -72.9867, -72.7833, -70.5167, -70.9181, -70.3978, -68.5033, -67.745, -67.755, -67.72, -67.8167, -67.7933, -67.7683, -67.7783, -67.77, -67.7633, -67.6983, -66.775, -67.205, 39.1167, 39.11, 39.1, 39.105, 39.2333, 40.05, 40.0208, 40.0942, 40.37, 40.6583, 40.5717, 40.48, 40.6583, 40.66, 40.65, 40.665, 40.6583, 40.66, 40.6583, 40.895, 40.57)
"soft coral",12,77,92,250,"Drifa glomerata / Alcyonium digitatum / Alcyoniidae",c(-72.9833, -72.9867, -72.79, -72.7867, -72.7833, -71.267, -67.6864, -66.775, 39.1, 39.105, 39.245, 39.245, 39.2333, 40.05, 40.41191, 40.895)
"sea pen",149,68,110,250,"Pennatula aculeata / Stylatula elegans / Virgularia / Pennatuloidea / Stylatula / Pennatula / Pennatulidae / Kophobelemnon / Anthoptilum grandiflorum",c(-72.8167, -72.79, -72.7867, -72.7883, -72.7667, -72.7833, -72.8, -72.7067, -72.5067, -72.4933, -72.445, -72.4433, -72.44, -72.5156, -72.7017, -72.7, -72.20873, -72.21722, -72.2802, -72.30232, -72.3264, -72.3, -72.35485, -72.39772, -72.35091, -72.39666, -72.4254, -72.48998, -72.47007, -72.5, -72.54599, -72.45074, -72.36256, -72.3583, -72.37932, -72.39066, -72.3903, -72.3946, -72.42096, -72.3324, -72.38388, -72.48264, -72.47321, -72.45033, -72.47123, -72.2017, -72.2067, -72.205, -72.25602, -72.25456, 
-72.21828, -72, -70.8, -70.75, -70.925, -70.9181, -70.95, -71, -70.817, -70.9583, -71.2417, -71.267, -71.7167, -71.533, -71.533, -71.25, -71.25, -71.25, -71.2, -70.983, -71, -71, -70.85, -71, -70.533, -70.5, -70.25, -70.367, -70.25, -69.983, -70, -69.767, -69.75, -69.4917, -69.617, -69.5, -69.5, -69.75, -70.25, -70.385, 39.125, 39.245, 39.245, 39.245, 39.2333, 39.2333, 39.2333, 39.245, 39.2817, 39.275, 39.2383, 39.2367, 39.235, 39.2175, 39.15, 39.1467, 39.55507, 39.56445, 39.54418, 39.42571, 39.39559, 
39.333, 39.30016, 39.3167, 39.35957, 39.4395, 39.44303, 39.36127, 39.34424, 39.333, 39.38123, 39.56015, 39.47753, 39.5417, 39.60549, 39.6313, 39.63179, 39.65615, 39.65146, 39.66938, 39.70107, 39.66002, 39.67392, 39.66017, 39.66457, 39.8167, 39.815, 39.815, 39.62666, 39.62788, 39.71093, 39.833, 40.25, 40.167, 40.0042, 40.0214, 40.03, 40.167, 40.25, 39.95, 40.0167, 40.05, 39.8458, 40.333, 40.167, 40.167, 40.333, 40.5, 40.483, 40.483, 40.35, 40.333, 40.5, 40.5, 40.283, 40.333, 40.5, 40.45, 40.333, 40.333, 
40.167, 40.333, 40.5, 40.0667, 40.1, 40, 39.967, 40, 40.167, 40.0383)
"stony coral (unspecified)",6,49,114.5,178,"Scleractinia",c(-70.983, -72.267, -72.3, -71, -67.617, -66.967, 40.967, 39.4, 39.333, 40.167, 40.733, 40.817)
"stony coral (cup coral)",123,67,118,245,"Dasmosmilia lymani / Dasmosmilia / Flabellum / Astrangia poculata",c(-72.82, -72.8183, -72.8167, -72.8333, -72.9833, -72.79, -72.7867, -72.7894, -72.7883, -72.78, -72.7667, -72.7833, -72.8, -72.20533, -72.3, -72.34803, -72.34947, -72.35091, -72.4, -72.40433, -72.40469, -72.5169, -72.45083, -72.44983, -72.4413, -72.44124, -72.4405, -72.4405, -72.44, -72.43983, -72.44343, -72.45083, -72.44971, -72.45074, -72.45241, -72.36742, -72.3319, -72.38275, -72.37932, -72.39294, -72.39066, -72.3903, -72.38407, -72.38358, -72.33258, -72.33304, -72.50569, -72.283, -72.233, -72.23, 
